aM gaRAya,am+gaRAya
vaM bIjena,vam+bIjena
vaMSakarIrastu,vaMSakarIraH+tu
vaMSadIpo'pi,vaMSadIpaH+api
vaMSasahasrEstu,vaMSasahasrEH+tu
vaMSasTURAsvanukramAt,vaMSasTURAsu+anukramAt
vaMSasyApi,vaMSasya+api
vaMSAdikambABirbAQaM,vaMSAdikambABiH+bAQaM
vaMSAnugato'smAkaM,vaMSAnugataH+asmAkaM
vaMSAnucaritAdeSca,vaMSAnucaritAdeH+ca
vaktatAtparyyAnupapattereva,vaktatAtparyyAnupapatteH+eva
vaktavya ityarTaH,vaktavyaH+ityarTaH
vaktavyaM virudDi,vaktavyam+virudDi
vaktavyamasti,vaktavyam+asti
vaktavyamiti,vaktavyam+iti
vaktavyamityanena,vaktavyam+ityanena
vaktavyamityarTaH,vaktavyam+ityarTaH
vaktavyamuktam,vaktavyam+uktam
vaktavyameva,vaktavyam+eva
vaktavyAsti,vaktavyA+asti
vaktavyaM tasyE,vaktavyam+tasyE
vaktavyaM yadumA,vaktavyam+yadumA
vaktItyAditastu,vaktItyAditaH+tu
vaktItyAdivyavahArApattiriti,vaktItyAdivyavahArApattiH+iti
vaktItyAdergonizWavizayatAnirUpakaboDajanakatvaprakAratA,vaktItyAdeH+gonizWavizayatAnirUpakaboDajanakatvaprakAratA
vaktItyAdO,vakti+ityAdO
vaktuM taTApi,vaktum+taTApi
vaktuM na,vaktum+na
vaktuM na,vaktum+na
vaktuM yujyate,vaktum+yujyate
vaktuM Sakyate,vaktum+Sakyate
vaktuM Sakyam,vaktum+Sakyam
vaktukAma AsIt,vaktukAmaH+AsIt
vaktukAmamiva,vaktukAmam+iva
vaktumataH,vaktum+ataH
vaktumaTa,vaktum+aTa
vaktumapi,vaktum+api
vaktumarhasi,vaktum+arhasi
vaktumarhAmi,vaktum+arhAmi
vaktumaSakyatayA,vaktum+aSakyatayA
vaktumaSakyatvAd,vaktum+aSakyatvAd
vaktumaSktyatvAditi,vaktumaSktyatvAt+iti
vaktumasamarTA,vaktum+asamarTA
vaktumAdizwO,vaktum+AdizwO
vaktumAraBata,vaktum+AraBata
vaktumAreBe,vaktum+AreBe
vaktumicCanti,vaktum+icCanti
vaktumicCasi,vaktum+icCasi
vaktumicCAmi,vaktum+icCAmi
vaktumIhase,vaktum+Ihase
vaktumucitam,vaktum+ucitam
vaktumupakramya,vaktum+upakramya
vaktumupacakrame,vaktum+upacakrame
vakturaBiprAyAdarTAMtarakalpanA,vakturaBiprAyAdarTAm+tarakalpanA
vakturISvarasyAyuHpadamAyurjanakavizayakaboDajanakaM BavatvityAkArakasyAyurjanakamAyuHpadajanyaboDavizaya,vakturISvarasyAyuHpadamAyurjanakavizayakaboDajanakam+BavatvityAkArakasyAyurjanakamAyuHpadajanyaboDavizaya
vakturvivakzitam,vaktuH+vivakzitam
vaktustAtparyam,vaktuH+tAtparyam
vaktumucitam,vaktum+ucitam
vaktfjYAnaM ca,vaktfjYAnam+ca
vaktftAtparyavizayatA'vacCedakatvopalakzitetyarTaH,vaktftAtparyavizayatA'vacCedakatvopalakzitA+ityarTaH
vaktftAtparyyamiti,vaktftAtparyyam+iti
vaktfbudDirityasya,vaktfbudDiH+ityasya
vaktfbudDivizayatvasyEva,vaktfbudDivizayatvasya+eva
vaktfbudDivizayatvAditi,vaktfbudDivizayatvAt+iti
vaktfbudDiSca,vaktfbudDiH+ca
vaktfbudDistadvizayaDarmavyApakaH,vaktfbudDiH+tadvizayaDarmavyApakaH
vaktfbudDisTatvasyEva,vaktfbudDisTatvasya+eva
vaktranuvAdakavAkyayorviBinnAnupUrvyasTalasaMgrahArTam,vaktranuvAdakavAkyayoH+viBinnAnupUrvyasTalasaMgrahArTam
vaktrARAmastramantreRa,vaktrARAm+astramantreRa
vaktrezvAcamanIyakam,vaktrezu+AcamanIyakam
vakratAM parimArjayituM,vakratAm+parimArjayitum
vakratA'pagacCet,vakratA+apagacCet
vakratA'pasArayituM,vakratA+apasArayituM
vakradaRqamapi,vakradaRqam+api
vakradaRqamapitu,vakradaRqam+apitu
vakradaRqamavalambya,vakradaRqam+avalambya
vakradaRqamidaM,vakradaRqam+idaM
vakradaRqamutTAya,vakradaRqam+utTAya
vakradaRqenAnena,vakradaRqena+anena
vakramanulimpati,vakram+anulimpati
vakrARAmArjavASaMsanaM,vakrARAm+ArjavASaMsanaM
vakzaso yat,vakzasaH+yat
vakzoMsasanDigatamasTiH,vakzoMsasanDigatam+asTiH
vakzyatIti,vakzyati+iti
vakzyate'DyAyasaNgrahaH,vakzyate+aDyAyasaNgrahaH
vakzyante'taH,vakzyante+ataH
vakzyamARatvAcca,vakzyamARatvAt+ca
vakzyamARatvAditi,vakzyamARatvAt+iti
vakzyamARadoDeRetyarTaH,vakzyamARadoDeRa+ityarTaH
vakzyamARalakzaRaparatvAditi,vakzyamARalakzaRaparatvAt+iti
vakzyamARaviSezaRasyAtra,vakzyamARaviSezaRasya+atra
vakzyamARasAmagryABAvAdeva,vakzyamARasAmagryABAvAt+eva
vakzyamARAsADakatvABeda iti,vakzyamARAsADakatvABedaH+iti
vakzyAmIti,vakzyAmi+iti
vakzyAmyanyaprakAreRa,vakzyAmi+anyaprakAreRa
vakzye'haM,vakzye+aham
vakzyatIti,vakzyati+iti
vaktumapArayam,vaktum+apArayam
vaktumArabDam,vaktum+ArabDam
vacanaM yaTA,vacanam+yaTA
vacanaM viparyAsavacanam,vacanam+viparyAsavacanam
vacanakriyetyevaMrUpam,vacanakriyetyevam+rUpam
vacanagatasidDimapi,vacanagatasidDim+api
vacanagrahaRasyopapattilakzaRaM,vacanagrahaRasya+upapattilakzaRaM
vacanadozAviti,vacanadozO+iti
vacanapadaM tadarTasaMKyopalakzakam,vacanapadam+tadarTasaMKyopalakzakam
vacanapAlanamapi,vacanapAlanam+api
vacanabadDamakarot,vacanabadDam+akarot
vacanamaNgIkarotu,vacanam+aNgIkarotu
vacanamanupAlanIyam,vacanam+anupAlanIyam
vacanamanuruDya,vacanam+anuruDya
vacanamarandenAsiYcitA,vacanamarandena+asiYcitA
vacanamAkarRya,vacanam+AkarRya
vacanamAkarRyaM,vacanam+AkarRya
vacanamAkzipya,vacanam+Akzipya
vacanamABAzya,vacanam+ABAzya
vacanamAryasya,vacanam+Aryasya
vacanamupanayam,vacanam+upanayam
vacanaviGAto'rTavikalpopapattyA,vacanaviGAtaH+arTavikalpopapattyA
vacanaSabdasyADyAhAraH,vacanaSabdasya+aDyAhAraH
vacanAdajjukAyE,vacanAt+ajjukAyE
vacanAdiha,vacanAt+iha
vacanAdeva,vacanAt+eva
vacanervaYcitA,vacanEH+vaYcitA
vacanEstvayA,vacanEH+tvayA
vacasAmagocare,vacasAm+agocare
vacastasya,vacaH+tasya
vacasyAsannavartinAm,vacasi+AsannavartinAm
vaco vilaNGanena,vacaH+vilaNGanena
vacoBiritTaM,vacoBiH+itTaM
vacoBireva,vacoBiH+eva
vaco'nyezAM,vacaH+anyezAM
vacCinnaM prati,vacCinnam+prati
vacCinnapadayorAkAMkzA,vacCinnapadayoH+AkAMkzA
vacCinnapratiyogitAkABAvAgOravAt,vacCinnapratiyogitAkABAva+agOravAt
vacCinnayoravyavaDAna,vacCinnayoH+avyavaDAna
vacCinnaviSezyakaM yad,vacCinnaviSezyakam+yad
vacCinnasamavaDAnameva,vacCinnasamavaDAnam+eva
vacCinnasyArTa,vacCinnasya+arTa
vacCinnAnutpAda,vacCinna+anutpAda
vacCinnAnutpAdaprayojakatvamekasminparAmarSatvAvacCinnABAve,vacCinnAnutpAdaprayojakatvam+ekasminparAmarSatvAvacCinnABAve
vacCinnABAvasya,vacCinna+aBAvasya
vacCinnABAvADikaraRatvaM prati,vacCinnABAvADikaraRatvam+prati
vacCinnAvagAhitvasya,vacCinna+avagAhitvasya
vacCinnEveti,vacCinna+eveti
vacCedaka iti,vacCedakaH+iti
vacCedakaM niveSya,vacCedakam+niveSya
vacCedakakowipravizwatveneti,vacCedakakowipravizwatvena+iti
vacCedakaGawopasTititvAderGawapada,vacCedakaGawopasTititvAdeH+Gawa
vacCedakatAyAM GawatvanizWaprakAratAva,vacCedakatAyAm+GawatvanizWaprakAratA
vacCedakatvasyopadarSi,vacCedakatvasya+upadarSi
vacCedakatvApattirna,vacCedakatvApattiH+na
vacCedakatvepIti,vacCedakatvepi+iti
vacCedakaprakArakanirRayoreka,vacCedakaprakArakanirRayoH+eka
vacCedakaPalaSAlitvarUpaM boDyam,vacCedakaPalaSAlitvarUpam+boDyam
vacCedakaBedenoddeSyatA,vacCedakaBedena+uddeSyatA
vacCedakamiti,vacCedakam+iti
vacCedakavatvaM saMsargaH,vacCedakavatvam+saMsargaH
vacCedakaviSizwavESizwyAvagAhiboDasTale,vacCedakaviSizwavESizwya+avagAhiboDasTale
vacCedakAkrAntatvAt,vacCedaka+AkrAntatvAt
vacCedakAnAmAnantyAdananta,vacCedakAnAmAnantyAt+ananta
vacmIti,vacmi+iti
vajrapatanEScUrRIkftAH,vajrapatanEH+cUrRIkftAH
vajrabAhurnAma,vajrabAhuH+nAma
vajraBasmakAryaM karizyati,vajraBasmakAryam+karizyati
vajrasadfSAnyABAnti,vajrasadfSAni+ABAnti
vaYcakAnAmeva,vaYcakAnAm+eva
vaYcanAnihataM SrutvA,vaYcanAnihatam+SrutvA
vaYcanApaRqito janaH,vaYcanApaRqitaH+janaH
vaYcanApAwavamatra,vaYcanApAwavam+atra
vaYcanAmabuDyata,vaYcanAm+abuDyat
vaYcayitumicCasi,vaYcayitum+icCasi
vaYcayitumEcCat,vaYcayitum+EcCat
vaYcayed yaH,vaYcayet+yaH
vaYcita iti,vaYcitaH+iti
vaYcitastvayA,vaYcitaH+tvayA
vaYcitA Bavizyanti,vaYcitAH+Bavizyanti
vaYcitA yUyam,vaYcitAH+yUyam
vaYcitASca,vaYcitAH+ca
vaYcitosmi,vaYcitaH+asmi
vaYcito'si,vaYcitaH+asi
vaYcyate'so,vaYcyate+aso
vawavaSca,vawavaH+ca
vawavfkzamanulakzya,vawavfkzam+anulakzya
vawASvatTArkkavAtAvisarjjaBallAtakAMstyajet,vawASvatTArkkavAtAvisarjjaBallAtakAn+tyajet
vawuH praSAntanAmA,vawuH+praSAntanAmA
vawodumbarakASvatTAMScampakASokaSrIdrumAn,vawodumbarakASvatTAn+campakASokaSrIdrumAn
vaqavA lolAyitAH,vaqavAH+lolAyitAH
vaqavAstatra,vaqavAH+tatra
vaqavAsyaSca,vaqavAsyaH+ca
vaRikkendram,vaRik+kendram
vaRikputra iti,vaRikputraH+iti
vaRiksamAje'sO,vaRiksamAje+asO
vaRigakaTayat,vaRik+akaTayat
vaRigapi,vaRik+api
vaRigapfcCat,vaRik+apfcCat
vaRigasmin,vaRik+asmin
vaRigaham,vaRik+aham
vaRigvarAkaH,vaRik+varAkaH
vaRijamimaM,vaRijam+imam
vaRijameva,vaRijam+eva
vaRijAmApaRezu,vaRijAm+ApaRezu
vaRijEva,vaRijA+iva
vatsaTaityASAse,vatsaTaiti+ASAse
vatsamamuM,vatsam+amuM
vatsayuktA Bramanti,vatsayuktAH+Bramanti
vatsarA vyatItAH,vatsarAH+vyatItAH
vatsenendrajitA,vatsena+indrajitA
vatsAmeva,vatsAm+eva
vadatAM mate,vadatAm+mate
vadatItyAdO,vadati+ityAdO
vadato me,vadataH+me
vadanaM manAk,vadanam+manAk
vadanamAntaravizAdajanitena,vadanam+AntaravizAdajanitena
vadanoparyapatat,vadanopari+apatat
vadantaM prati,vadantam+prati
vadantItyantena,vadanti+ityantena
vadantyanye,vadanti+anye
vadantyAmasya,vadanti+Amasya
vadannasti,vadan+asti
vadanneva,vadan+eva
vadanvAdI,vadan+vAdI
vadAmyaham,vadAmi+aham
vadipratyakzApattivAraRAya,vadipratyakza+ApattivAraRAya
vadipratyakzecCA,vadipratyakza+icCA
vadyanumitiM prati,vadyanumitim+prati
vaDamakurvan,vaDam+akurvan
vaDamavApsyati,vaDam+avApsyati
vaDaSilAyAmupavizwaH,vaDaSilAyAm+upavizwaH
vaDAdeSo na,vaDAdeSaH+na
vaDAnaGawitAnupUrvyA,vaDAnaGawita+AnupUrvyA
vaDoddeSyakatvaM ca,vaDoddeSyakatvam+ca
vaDyatvAcca,vaDyatvAt+ca
vaDrAntrajihvabAlASca,vaDrAntrajihvabAlAH+ca
vanaM gate,vanam+gate
vanaM gAhate,vanam+gAhate
vanaM baBaYja,vanam+baBaYja
vanaM yAsyAmi,vanam+yAsyAmi
vanagamanameva,vanagamanam+eva
vanadevatAmupagamya,vanadevatAm+upagamya
vanamagacCat,vanam+agacCat
vanamapramAdena,vanam+apramAdena
vanamAninAya,vanam+AninAya
vanamAlAYca,vanamAlAm+ca
vanamAlokena,vanam+Alokena
vanamAsasAda,vanam+AsasAda
vanamityAdO,vanam+ityAdO
vanamfgEryatpARqavAH,vanamfgEH+yatpARqavAH
vanayAgaM samAcaret,vanayAgam+samAcaret
vanarAjo'ham,vanarAjaH+aham
vanavAsaNgatO,vanavAsam+gatO
vanavAsamapi,vanavAsam+api
vanavAsameva,vanavAsam+eva
vanavAsasyAvaDiH,vanavAsasya+avaDiH
vanavAsinastu,vanavAsinaH+tu
vanavAsino mUrtikArasya,vanavAsinaH+mUrtikArasya
vanavAsino lakzyaBedakAH,vanavAsinaH+lakzyaBedakAH
vanaSoBAmiti,vanaSoBAm+iti
vanAd gfhaM,vanAt+gfhaM
vanAd vanaM,vanAt+vanaM
vanAdvane,vanAt+vane
vanAntarasyABitaH,vanAntarasya+aBitaH
vanitAvigraho yudDe,vanitAvigrahaH+yudDe
vanecaravacanAdgavayasya,vanecaravacanAt+gavayasya
vane'vasTitasya,vane+avasTitasya
vane'smin,vane+asmin
vanditA'si,vanditA+asi
vandyopADyAyastAvAn,vandyopADyAyaH+tAvAn
vanDyAdozo'pi,vanDyAdozaH+api
vapurasyapi,vapuH+asyapi
vapurAsTitaH,vapuH+AsTitaH
vapuruddiSya,vapuH+uddiSya
vapurharzeRa,vapuH+harzeRa
vapuvirBaktAvayavam,vapuH+viBaktAvayavam
vamanavirecanaviDimaDyAyaM,vamanavirecanaviDim+aDyAyaM
vamanoktena,vamanA+uktena
vamitavAniva,vamitavAn+iva
vametpunaH,vamet+punaH
vamervirekasya,vameH+virekasya
vayaM tatra,vayam+tatra
vayaM dehalyA,vayam+dehalyA
vayaM pUrvato,vayam+pUrvata
vayaM yasya,vayam+yasya
vayaM rodanaparA,vayam+rodanaparA
vayaM vikroSAmaH,vayam+vikroSAmaH
vayaM sarve,vayam+sarve
vayanumityApattiH,vayanumiti+ApattiH
vayanumityutpattyA,vayanumiti+utpattyA
vayamatra,vayam+atra
vayamanusftAH,vayam+anusftAH
vayamapyAgamizyAma,vayamapi+AgamizyAmaH
vayamamuzya,vayam+amuzya
vayamaSnumaH,vayam+aSnumaH
vayamasmAkaM,vayam+asmAkaM
vayamahasAma,vayam+ahasAma
vayamAlocayAmaH,vayam+AlocayAmaH
vayamAhUtAH,vayam+AhUtAH
vayamicCAmaH,vayam+icCAmaH
vayamityarTaH,vayam+ityarTaH
vayamurvarAm,vayam+urvarAm
vayamekasmin,vayam+ekasmin
vayametat,vayam+etat
vayametAn,vayam+etAn
vayamenaM,vayam+enaM
vayamenAn,vayam+enAn
vayamevAdya,vayameva+adya
vayasA'pi,vayasA+api
vayaso darpAt,vayasaH+darpAt
vayasyo nandagopaH,vayasyaH+nandagopaH
vayasyo'BUt,vayasyaH+aBUt
vayaskAyAstava,vayaskAyAH+tava
vayovfdDo vidyate,vayovfdDaH+vidyate
varaM brUhi,varam+brUhi
varacayanakftamataH,varacayanakftam+ataH
varaRIya iti,varaRIyaH+iti
varadA dvyabjinaH,varadAH+dvyabjinaH
varadABayahastASca,varadABayahastAH+ca
varado vAme,varadaH+vAme
varado'bravIt,varadaH+abravIt
varadvayantadA,varadvayam+tadA
varadvayamidAnIM,varadvayam+idAnIM
varandadO,varam+dadO
varamaDikaguRe,varam+aDikaguRe
varamityuktvA,varam+ityuktvA
varamuBayasidDAnAM,varam+uBayasidDAnAM
varasahacaro vA,varasahacaraH+vA
varastAsAM,varaH+tAsAm
varasyopari,varasya+upari
varA agre,varAH+agre
varA anugfhItAH,varAH+anugfhItAH
varAkaM vaYcayAmi,varAkam+vaYcayAmi
varAkasyAsya,varAkasya+asya
varAkasyopari,varAkasya+upari
varAko'ham,varAkaH+aham
varAwikAmAtramapi,varAwikAmAtram+api
varAhaM pUjayitvA,varAham+pUjayitvA
varAhanfsiMhAdyavatAro nAma,varAhanfsiMhAdyavatAraH+nAma
varAhASezaduzwAni,varAha+aSezaduzwAni
varizWasevASfMKalAyAmAyAta,varizWasevASfMKalAyAm+AyAta
varIyAMsaSca,varIyAMsaH+ca
varuRaM dEtyaSezO,varuRam+dEtyaSezO
varuRaM makare,varuRam+makare
varuRaM snAnapiWe,varuRam+snAnapiWe
varuRaYca,varuRam+ca
varuRadvIpAd AnItaM,varuRadvIpAt+AnItaM
varuRadvIpAd AnItam,varuRadvIpAt+AnItam
varuRabrahmaRormmaDye,varuRabrahmaRoH+maDye
varuRamiti,varuRam+iti
varuRastataH,varuRaH+tataH
varuRasyeti,varuRasya+iti
varuRAdeSca,varuRAdeH+ca
varuRo nfpaH,varuRaH+nfpaH
varuRo BagaH,varuRaH+BagaH
varo nirRItaH,varaH+nirRItaH
varo nirvAcyate,varaH+nirvAcyate
varo meDAgnibalaSukrakft,varaH+meDAgnibalaSukrakft
varo'nvizyeta,varaH+anvizyeta
varo'nvezaRIyaH,varaH+anvezaRIyaH
vargA dozadUzyAdyapekzya,vargAH+dozadUzyAdyapekzya
vargAstezu,vargAH+tezu
vargErmadyasya,vargEH+madyasya
vargovIratAdyo'yaM,vargovIratAdyaH+ayaM
varcomUtragrahAdyASca,varcomUtragrahAdyAH+ca
varjayedvizasaMjYakam,varjayet+vizasaMjYakam
varjyo'ByaNgaH,varjyaH+aByaNgaH
varjyo'yaM,varjyaH+ayaM
varRakfcca,varRakft+ca
varRakramanirdeSavannirarTakam,varRakramanirdeSavat+nirarTakam
varRajYAnatvAvacCinnABAvaniyatvepi,varRajYAnatvAvacCinna+aBAvaniyatvepi
varRajYAnatvAvacCinnABAvasya,varRajYAnatvAvacCinna+aBAvasya
varRatvaM ca,varRatvam+ca
varRatvAvacCinnasaMKyAvAcakagrahasaMBavAdityarTaH,varRatvAvacCinnasaMKyAvAcakagrahasaMBavAt+ityarTaH
varRatveneti,varRatvena+iti
varRanaM samAkarRya,varRanam+samAkarRya
varRanamakarot,varRanam+akarot
varRanAmanityatvavAde,varRanAm+anityatvavAde
varRanIyamasti,varRanIyam+asti
varRayantaste,varRayantaH+te
varRayituM na,varRayitum+na
varRAdyApAdanaM tatra,varRAdyApAdanam+tatra
varRAvagAhinIti,varRAvagAhinI+iti
varRASca,varRAH+ca
varRASramavyavasTA'pi,varRASramavyavasTA+api
varRASramASca,varRASramAH+ca
varRAstaTApi,varRAH+taTApi
varRitamaSvavizayakaM,varRitam+aSvavizayakaM
varRitamasti,varRitam+asti
varRitAnIti,varRitAni+iti
varRinAM varRataH,varRinAm+varRataH
varRinImanyayoniM,varRinIm+anyayoniM
varRezveva,varRezu+eva
varREriti,varREH+iti
varRyo'nilodriktasannipAtaharaH,varRyaH+anilodriktasannipAtaharaH
vartata iti,vartate+iti
vartata ityukte,vartate+ityukte
vartata eva,vartate+eva
vartateti,vartate+iti
vartate'tra,vartate+atra
vartate'dya,vartate+adya
vartamAnaM tu,vartamAnam+tu
vartamAnakAlavfttitvasyEva,vartamAnakAlavfttitvasya+eva
vartamAnakAlApekzayA'tItatvasya,vartamAnakAlApekzayA+atItatvasya
vartamAnakAlottarakAlInatvaboDasyAnarTakatayA,vartamAnakAlottarakAlInatvaboDasya+anarTakatayA
vartamAnakftijanyanirUpaRanizWAnantaryAvaDitvenopamAnanirUpaRe,vartamAnakftijanyanirUpaRanizWAnantaryAvaDitvena+upamAnanirUpaRe
vartamAnakftinizWAnantaryAvaDitvasyopamAnanirUpaRalABAt,vartamAnakftinizWAnantaryAvaDitvasya+upamAnanirUpaRalABAt
vartamAnatvarUpArTaboDajanakatAvacCedakAnupUrvImatvAduBayABAvaH,vartamAnatvarUpArTaboDajanakatAvacCedakAnupUrvImatvAt+uBayABAvaH
vartamAnatvAdavAntaratvam,vartamAnatvAt+avAntaratvam
vartamAnatvAditi,vartamAnatvAt+iti
vartamAnatvAdyarTakatayA,vartamAnatvAdi+arTakatayA
vartamAnatvAdyavivakzAsTalepItyarTaH,vartamAnatvAdyavivakzAsTalepi+ityarTaH
vartamAnatvAvacCinnasamavAyasambanDAvacCinnASrayatvaM AkASavizayakapratiyogikatvalOkikAnyavizayitASUnyacAkzuzapratyakzapratiyogikatva,vartamAnatvAvacCinnasamavAyasambanDAvacCinnASrayatvam+AkASavizayakapratiyogikatvalOkikAnyavizayitASUnyacAkzuzapratyakzapratiyogikatva
vartamAnamanvayavyatireki,vartamAnam+anvayavyatireki
vartamAnalOkikavizayitASUnyatvacAkzuzatvAvacCedenetyarTaH,vartamAnalOkikavizayitASUnyatvacAkzuzatvAvacCedena+ityarTaH
vartamAnasyApi,vartamAnasya+api
vartamAnArTakalawpratyayaM vinA'pi,vartamAnArTakalawpratyayam+vinA'pi
vartamAnArTakalawpratyayAnyatAyA anupayogAd,vartamAnArTakalawpratyayAnyatAyAH+anupayogAd
vartamAno vinASyatAm,vartamAnaH+vinASyatAm
vartamAno hetuH,vartamAnaH+hetuH
vartayo BojanAni,vartayaH+BojanAni
vartitAyAmapIzwO,vartitAyAmapi+izwO
vartitumaBilazAmaH,vartitum+aBilazAmaH
vartiraNguzWakasTUlA,vartiH+aNguzWakasTUlA
varteta iti,vartete+iti
varttakaM cEtrasya,varttakam+cEtrasya
varttanImanusftya,varttanIm+anusftya
varttane'nvayaH,varttane+anvayaH
varttamAnAste,vartamAnAH+te
varttayedvAstumaRqapam,varttayet+vAstumaRqapam
varttulaM BrAmayitvA,varttulam+BrAmayitvA
varttulamucyate,varttulam+ucyate
varttulAvarttako'sitaH,varttulAvarttakaH+asitaH
vartyaByaNgAvagAhASca,vartyaByaNgAvagAhAH+ca
vartyA'gre,vartyA+agre
vardData eva,vardDate+eva
vardDanIM nyasya,vardDanIm+nyasya
vardDanIM spfSet,vardDanIm+spfSet
vardDanIntataH,vardDanIm+tataH
vardDanyAM vAstvAdIn,vardDanyAm+vAstvAdIn
vardDanyAcCinnadArayA,vardDanyA+aCinnadArayA
varData eva,varDate+eva
varDanamanvamanyanta,varDanam+amanvayanta
varDanIyameva,varDanIyam+eva
varDanta eva,varDantaH+eva
varDamAnapureSaDavalaDarApAlasUnurniKilaguRanivAsasadanaM,varDamAnapureSaDavalaDarApAlasUnuH+niKilaguRanivAsasadanaM
varDamAno'BUt,varDamAnaH+aBUt
varDayedUrDvaM,varDayet+UrDvaM
varDizRurviSvavanditA,varDizRuH+viSvavanditA
varDeteti,varDeta+iti
varmmaRAByarccanaM sadA,varmmaRAByarccanam+sadA
varmmAdyErAsane,varmmAdyEH+Asane
varmmAstrajaptasaddarBapatraByAM carusidDaye,varmmAstrajaptasaddarBapatraByAm+carusidDaye
varzatoyaM dakze,varzatoyam+dakze
varzatrayAnantaram,varzatraya+anantaram
varzadvayAnantarameva,varzadvayAnantaram+eva
varzapUjAkalaM hareH,varzapUjAkalam+hareH
varzamaBivarzati,varzam+aBivarzati
varzamavaDIkftya,varzam+avaDIkftya
varzamAtrAvaDikAlamaDye'dyApi,varzamAtrAvaDikAlamaDye+adyApi
varzamAsIt,varzam+AsIt
varzamupeyuzi,varzam+upeyuzi
varzarturAyAti,varzA+ftu
varzarturna,varzartuH+na
varzasahasramarRavajale,varzasahasram+arRavajale
varzasahasrameva,varzasahasram+eva
varzARyatItya,varzARi+atItya
varzARyAgatAni,varzARi+AgatAni
varzArDottaraM sA,varzArDottaram+sA
varzIyo'smi,varzIyaH+asmi
varzeREkena,varzeRa+ekena
varze'nuttIrRo,varze+anuttIrRaH
varzotTErvyAhftyA,varzotTEH+vyAhftyA
valakAMSe,valaka+aMSe
valayito'BUt,valayitaH+aBUt
valitastAvat,valitaH+tAvat
valerupari,valeH+upari
valgAM DftvA,valgAm+DftvA
valgAmAkfzya,valgAm+Akfzya
valmIkAmbeti,valmIkAmbA+iti
vaSaM karomi,vaSam+karomi
vaSaMvadA jajYire,vaSaMvadAH+jajYire
vaSaMvadAScakrire,vaSaMvadAH+cakrire
vaSaMvadAstizWanti,vaSaMvadAH+tizWanti
vaSaMvado'si,vaSaMvadaH+asi
vaSamAgatA,vaSam+AgatA
vaSayitumapArayantyA,vaSayitum+apArayantyA
vaSAnnAnArTayogayoH,vaSAt+nAnArTayogayoH
vaSizWasyASramaM,vaSizWasya+ASramaM
vaSizWAcca,vaSizWAt+ca
vaSizWAdayo guravaH,vaSizWAdayaH+guravaH
vaSIkartumacezwata,vaSIkartum+acezwata
vaSIkftA'nena,vaSIkftA+anena
vaSIkfto BavAn,vaSIkftaH+BavAn
vaSIkfto'sO,vaSIkftaH+asO
vaSIkfto'smi,vaSIkftaH+asmi
vaSIkftyAhaM,vaSIkftya+ahaM
vaSezasyEva,vaSezasya+eva
vaSyatvamAgatA,vaSyatvam+AgatA
vaSyAstasya,vaSyAH+tasya
vazaqantAdinARunA,vazaqantAdinA+aRunA
vasataSca,vasataH+ca
vasatimeva,vasatim+eva
vasatirekA,vasatiH+ekA
vasatirviralA,vasatiH+viralA
vasanABaraRErviBUzitasyAsya,vasanABaraREHviBUzitasya+asya
vasanenEva,vasanena+eva
vasantartuSca,vasantartuH+ca
vasantasenEzA,vasantasenA+ezA
vasantasyAsya,vasantasya+asya
vasantIti,vasanti+iti
vasantIti,vasantI+iti
vasante'rkAMSutApitaH,vasante+arkAMSutApitaH
vasantamavekzya,vasantam+avekzya
vasanto'pi,vasantaH+api
vasavozwO,vasavaH+azwO
vasavo'Bavan,vasavaH+aBavan
vasAmyaham,vasAmi+aham
vasizWaM mAnasAH,vasizWam+mAnasAH
vasizWAdInnamaskftya,vasizWAdIn+namaskftya
vasudevaHo nu,vasudevaHH+nu
vasudevaHo'tra,vasudevaHH+atra
vasudevastaduttamaH,vasudevaH+taduttamaH
vasuBaktantu,vasuBaktam+tu
vasuBirBaktvA,vasuBiH+BaktvA
vasuByo'Ta,vasuByaH+aTa
vasUkto vasulokAya,vasUktaH+vasulokAya
vasettataH,vaset+tataH
vasetsvarge,vaset+svarge
vaseddivi,vaset+divi
vasostu,vasoH+tu
vastavyaM kEkeyI,vastavyam+kEkeyI
vastirvirekA,vastiH+virekA
vastukaTanaM na,vastukaTanam+na
vastugatamiti,vastugatam+iti
vastugatimaBipretya,vastugatim+aBipretya
vastugatimuktvA,vastugatim+uktvA
vastuta iti,vastutaH+iti
vastuta uktasTale,vastutaH+uktasTale
vastutastarkAdviSizwopasTitiH,vastutaH+tarkAdviSizwopasTitiH
vastutastasya,vastutaH+tasya
vastutastu,vastutaH+tu
vastutastviti,vastutastu+iti
vastuto BAratIyAH,vastutaH+BAratIyAH
vastuto mahArAjasya,vastutaH+mahArAjasya
vastuto yat,vastutaH+yat
vastuto yasminDarme,vastutaH+yasminDarme
vastuto vastumUlyaM,vastutaH+vastumUlyaM
vastuto viDinA,vastutaH+viDinA
vastuto viSezyavAcakapadottaraviBaktyarTasaMKyAvirudDasaMKyAyAH,vastutaH+viSezyavAcakapadottaraviBaktyarTasaMKyA
vastuto vIraBogyA,vastutaH+vIraBogyA
vastuto vfttO,vastutaH+vfttO
vastuto vyatirekasahacAraniScayasya,vastutaH+vyatirekasahacAraniScayasya
vastuto'nEkAntikasAmAnyajYAnaM,vastutaH+anEkAntikasAmAnyajYAnaM
