yasmAjjAyate,yasmAt+jAyate
dozatvamiti,dozatvam+iti
atrAsADAraRasya,atra+asADAraRasya
satpratipakzotTApakatve'pi,satpratipakzotTApakatve+api
dvitIyalakzaRameva,dvitIyalakzaRam+eva
sarvasaMgrAhakaM drazwavyam,sarvasaMgrAhakam+drazwavyam
sADyatadaBAvotTApakatvaM tatsaMSAyakatvam,sADyatadaBAvotTApakatvam+tatsaMSAyakatvam
teneti,tena+iti
Ahateneti,Ahatena+iti
AhapraTameti,AhapraTama+iti
tatrApi,tatra+api
Ahatatreti,Ahatatra+iti
vyatirekavyAptigrahadaSAyAmapi,vyatirekavyAptigrahadaSAyAm+api
tadvirahadaSAviSizwatvABAvAditi,tadvirahadaSAviSizwatvABAvAt+iti
ekamAtrakowikaviSezadarSanasyEva,ekamAtrakowikaviSezadarSanasya+eva
praTamalakzaRepi,praTamalakzaRe+api
dyotayatikeciditi,dyotayatikecit+iti
coBayakaKa,ca+uBayakaKa
dvitIyalakzaRaM tatra,dvitIyalakzaRam+tatra
nAtivyAptamga,na+ativyAptamga
tatrAtivyAptamga,tatra+ativyAptamga
nAtivyAptiHKa,na+ativyAptiHKa
izwApattiriti,izwApattiH+iti
vayaM tu,vayam+tu
kimiti,kim+iti
Ahateneti,Ahatena+iti
syAditi,syAt+iti
tayoriti,tayoH+iti
neti,na+iti
eveti,eva+iti
dozamAhana,dozam+Ahana
tviti,tu+iti
ata sapakzapadasya,ataH+sapakzapadasya
AhapUrvamiti,AhapUrvam+iti
vipakzatvasyAtyantABAvagarBatve,vipakzatvasya+atyantABAvagarBatve
anupasaMhAryAderapi,anupasaMhAryAdeH+api
sADAraRatvAditi,sADAraRatvAt+iti
evAtivyAptisatvena,eva+ativyAptisatvena
Gawo nitya,GawaH+nitya
ityanumAnasya,iti+anumAnasya
ityata,iti+ataH
evetiga,eva+itiga
AhasAmAnyeti,AhasAmAnya+iti
ekasADanavyaktiryatra,ekasADanavyaktiH+yatra
ityaNgIkAre,iti+aNgIkAre
Ahaeketi,Ahaeka+iti
ceti,ca+iti
niScayAMSajYAnasyApratibanDakatayA,niScayAMSajYAnasya+apratibanDakatayA
satyeva,sati+eva
tatsaMSayaSca,tatsaMSayaH+ca
sandigDAnEkAntikastu,sandigDAnEkAntikaH+tu
ityarTaH,iti+arTaH
sADyAMSeti,sADyAMSa+iti
tacca,tat+ca
tatrApi,tatra+api
pakzasyApi,pakzasya+api
tadvyAvfttatvaniScayABAva iti,tadvyAvfttatvaniScayABAvaH+iti
tatrApi,tatra+api
pratibanDakatvAdisamBavAditi,pratibanDakatvAdisamBavAt+iti
vyatirekyucCedApattiriti,vyatirekyucCedApattiH+iti
pratibanDakatvamiti,pratibanDakatvam+iti
tavABimatam,tava+aBimatam
tacca,tat+ca
nAsADAraRam,na+asADAraRam
kiM tu,kim+tu
niScitasADyavadvyAvfttatvamiti,niScitasADyavadvyAvfttatvam+iti
anityadozatvaM tasya,anityadozatvam+tasya
ceti,ca+iti
AhaapasidDAntApAtAditi,AhaapasidDAntApAtAt+iti
vyaBicArasyAnumitipratibanDakaniScayavizayatvamAtreRa,vyaBicArasya+anumitipratibanDakaniScayavizayatvamAtreRa
hetvABAsatvaM saMSayasya,hetvABAsatvam+saMSayasya
ceti,ca+iti
vipakzatvaM sADyAnaDikaraRatvam,vipakzatvam+sADyAnaDikaraRatvam
sADAraRatvamiti,sADAraRatvam+iti
dravyatve'tivyAptiH,dravyatve+ativyAptiH
ceti,ca+iti
Ahayaditi,Ahayat+iti
hIti,hi+iti
tatsaMSAya,tat+saMSAya
evaM hi,evam+hi
DvanyanityatAjYAnasyAnumityapratibanDakatvAt,DvanyanityatAjYAnasya+anumityapratibanDakatvAt
DvanyanityatvajYAnadaSAyAM SrAvaRatvasya,DvanyanityatvajYAnadaSAyAm+SrAvaRatvasya
vipakzagAmitvajYAnABAvAdeva,vipakzagAmitvajYAnABAvAt+eva
nAnumitipratibanDaH,na+anumitipratibanDaH
sapakzAvyAvfttatvasyEva,sapakzAvyAvfttatvasya+eva
tajjYAnABAvAdeva,tajjYAnABAvAt+eva
tajjYAne'pi,tajjYAne+api
nAnumitipratibanDakatvam,na+anumitipratibanDakatvam
hetvABAsatopADitvameva,hetvABAsatopADitvam+eva
tasyAnityadozatA,tasya+anityadozatA
durvArameva,durvAram+eva
kiM tu,kim+tu
ata eva,ataH+eva
pakzIyavyaBicArasaMSayapratibanDakatAyAmapasidDAntaH,pakzIyavyaBicArasaMSayapratibanDakatAyAm+apasidDAntaH
ata eva,ataH+eva
nyAyapravfttiriti,nyAyapravfttiH+iti
upADisaMdehAdyanAhita iti,upADisaMdehAdyanAhitaH+iti
AdipadAdaprayojakatvAdiparagrahaH,AdipadAt+aprayojakatvAdiparagrahaH
nApi,na+api
tanniScayatvam,tat+niScayatvam
pratibanDakatvamiti,pratibanDakatvam+iti
avyaBicArapratyakza iti,avyaBicArapratyakzaH+iti
kAdAcitkatvAttadaBAvAsamBavaHga,kAdAcitkatvAt+tadaBAvAsamBavaHga
pratibanDaketi,pratibanDaka+iti
kAryasyAkasmikatAprasaNgena,kAryasya+AkasmikatAprasaNgena
hetvananugamasyEva,hetvananugamasya+eva
dozatvAditi,dozatvAt+iti
pratibaDyatAvacCedakaM boDyam,pratibaDyatAvacCedakam+boDyam
hetvABAsatvaM na,hetvABAsatvam+na
veti,vA+iti
pratibanDakatvAditi,pratibanDakatvAt+iti
DarmAntaramapi,DarmAntaram+api
sahacArajYAnasahakAriRo'BAvAH,sahacArajYAnasahakAriRaH+aBAvAH
sarvezAM sADAraRatvena,sarvezAm+sADAraRatvena
viBajanAditi,viBajanAt+iti
AhasADyeti,AhasADya+iti
ukteti,ukta+iti
vyAptijYAnetyAdinA,vyAptijYAna+ityAdinA
nirAkarotietaditi,nirAkarotietat+iti
yo dozaH,yaH+dozaH
teneti,tena+iti
vipakzaviSezaRAcca,vipakzaviSezaRAt+ca
AhasaMSayaviroDIti,AhasaMSayaviroDi+iti
ekakowikaviSezadarSanasyEva,ekakowikaviSezadarSanasya+eva
vyatirekavyAptidvayajYAnaM na,vyatirekavyAptidvayajYAnam+na
taTeti,taTA+iti
hetvABAsatopADitvamiti,hetvABAsatopADitvam+iti
dUzayatihetvABAsatveneti,dUzayatihetvABAsatvena+iti
viSezadarSanAvirahABAvAdeva,viSezadarSanAvirahABAvAt+eva
suvacimiti,suvacim+iti
upalakzaRaparatAM vASabdena,upalakzaRaparatAm+vASabdena
ceti,ca+iti
sandehABAve'pi,sandehABAve+api
AhasandigDeti,AhasandigDa+iti
pUrvapakziRa iti,pUrvapakziRaH+iti
cApAtataH,ca+ApAtataH
vyAptigrahaviGawakatve'pi,vyAptigrahaviGawakatve+api
sapakzavyAvartasyApi,sapakzavyAvartasya+api
syAdeva,syAt+eva
upADeSca,upADeH+ca
hetvABAsatvamiti,hetvABAsatvam+iti
vyatirekiprayoge'pi,vyatirekiprayoge+api
AhasampUrRa iti,AhasampUrRaH+iti
anumitipratibanDakatayEva,anumitipratibanDakataya+eva
Ahatatreti,Ahatatra+iti
bADatOlyamiti,bADatOlyam+iti
sapakzavyAvftterdozatvAnaNgIkAre,sapakzavyAvftteH+dozatvAnaNgIkAre
sidDAntino na,sidDAntinaH+na
ceti,ca+iti
tadaBiDAne,tat+aBiDAne
vArayatisADyeti,vArayatisADya+iti
sAmpradAyika iti,sAmpradAyikaH+iti
ityarTaH,iti+arTaH
yasyeti,yasya+iti
ata eva,ataH+eva
tatrEva,tatra+eva
tulyatAmASaNkya,tulyatAm+ASaNkya
ceti,ca+iti
ekakowiketi,ekakowika+iti
viSezadarSanAditi,viSezadarSanAt+iti
saMSayaviroDiBUtAditi,saMSayaviroDiBUtAt+iti
dUzakatAbIjeti,dUzakatAbIja+iti
dUzakatAbIjaBedamASaNkya,dUzakatAbIjaBedam+ASaNkya
ceti,ca+iti
nAsTAyAga,na+asTAyAga
cetiga,ca+itiga
apratIteriti,apratIteH+iti
tarhyasADAraRyasya,tarhi+asADAraRyasya
AhatasmAditi,AhatasmAt+iti
viroDIti,viroDi+iti
nyAyAditi,nyAyAt+iti
eveti,eva+iti
vyaBicAraniScayasyAnumiti,vyaBicAraniScayasya+anumiti
pratibanDakatAvacCedakaM lAGavena,pratibanDakatAvacCedakam+lAGavena
tasyAtaTAtvAt,tasya+ataTAtvAt
kiM ca,kim+ca
saMSayepi,saMSaye+api
saMSayo'pi,saMSayaH+api
vyApyasaMSayasyApratibanDakatve,vyApyasaMSayasya+apratibanDakatve
anvayinyapi,anvayini+api
tattvaM mA,tattvam+mA
AhatasmAditi,AhatasmAt+iti
tasyeti,tasya+iti
dUzakatAbIjaBedasyEva,dUzakatAbIjaBedasya+eva
hetuBedABedamAtrasyAprayojakatvAt,hetuBedABedamAtrasya+aprayojakatvAt
dUzakatAbIjaBeda iti,dUzakatAbIjaBedaH+iti
yatrAnityatvasADyakahetudvayasya,yatra+anityatvasADyakahetudvayasya
nityatvasADyakahetoSca,nityatvasADyakahetoH+ca
yadapi,yat+api
sapakzavyAvfttatvaM na,sapakzavyAvfttatvam+na
sADyatadaBAvavyApakABAvapratiyogitvasahitapakzaDarmatAjYAnasyEva,sADyatadaBAvavyApakABAvapratiyogitvasahitapakzaDarmatAjYAnasya+eva
tadvizaya eva,tadvizaye+eva
tattvameva,tattvam+eva
tallakzaRamiti,tallakzaRam+iti
tAdfSajYAnavizayatvameva,tAdfSajYAnavizayatvam+eva
viBAjakopADitve'pi,viBAjakopADitve+api
tatrAvyAptiH,tatra+avyAptiH
virudDatvAdineva,virudDatvAdinA+iva
lakzaRagamanamiti,lakzaRagamanam+iti
hyanyena,hi+anyena
Darmatvenetiga,Darmatvena+itiga
viroDitvAdinevaga,viroDitvAdinA+ivaga
anvayavyAptijYAnasyEva,anvayavyAptijYAnasya+eva
sADyABAvanirUpitavyatirekavyAptigrahe'pi,sADyABAvanirUpitavyatirekavyAptigrahe+api
jYAne'numitisaMBavAt,jYAne+anumitisaMBavAt
tasyAnumitipratibanDakatvam,tasya+anumitipratibanDakatvam
syAditi,syAt+iti
vyatirekasahacArajYAnasyApi,vyatirekasahacArajYAnasya+api
tadaDikaraRanizWavyaBicArajYAnavat,tat+aDikaraRanizWavyaBicArajYAnavat
hetuteti,hetutA+iti
uktarUpeRAhetutvAt,uktarUpeRa+ahetutvAt
yadapi,yat+api
sADyasambanDo na,sADyasambanDaH+na
vyApakatvamityAdi,vyApakatvam+ityAdi
tadapi,tat+api
tvanmate,tvat+mate
ata eva,ataH+eva
tvanmate,tvat+mate
bADAvatAro'pi,bADAvatAraH+api
parAmarSasyEva,parAmarSasya+eva
tadaBAvAvagAhibADajYAnAsamBavAditi,tadaBAvAvagAhibADajYAnAsamBavAt+iti
SabdenApi,Sabdena+api
AhakiMceti,AhakiMca+iti
sADyABAvotTApakatvAditi,sADyABAvotTApakatvAt+iti
ityarTaH,iti+arTaH
prAksaMSayasattve'pi,prAksaMSayasattve+api
tvasADAraRatvAhitasyEva,tvasADAraRatvAhitasya+eva
AhakiMceti,AhakiMca+iti
saMSayatve'pika,saMSayatve+apika
sidDeranumitipratibanDakatayA,sidDeH+anumitipratibanDakatayA
pratibanDakatvaM tadavacCinnasAmagryA,pratibanDakatvam+tadavacCinnasAmagryA
pratibanDakatvaM vivakzitam,pratibanDakatvam+vivakzitam
parAmarSaSca,parAmarSaH+ca
evaM hi,evam+hi
grAhyABAvavyApyabudDerapratibanDakatApatteH,grAhyABAvavyApyabudDeH+apratibanDakatApatteH
tasyA api,tasyAH+api
grAhyABAvaniScayattvAvacCinnasAmagrItvABAvAditi,grAhyABAvaniScayattvAvacCinnasAmagrItvABAvAt+iti
pratibanDakatve'pi,pratibanDakatve+api
svarUpAsidDisaMkIrRAsADAraRAvyAptiriti,svarUpAsidDisaMkIrRAsADAraRAvyAptiH+iti
satyeva,sati+eva
ceti,ca+iti
sapakzAdivyAvfttatvajYAnasyEva,sapakzAdivyAvfttatvajYAnasya+eva
svatantrakowismfteSca,svatantrakowismfteH+ca
vyaBicAreRAhetutvAt,vyaBicAreRa+ahetutvAt
nanvAhitasaMSayatvena,nanu+AhitasaMSayatvena
pakzIyasyApi,pakzIyasya+api
AhasaMkzepa iti,AhasaMkzepaH+iti
satyupADivadeva,satyupADivat+eva
ahetvABAsatvApattiriti,ahetvABAsatvApattiH+iti
kiM ca,kim+ca
taTeti,taTA+iti
ityapi,iti+api
Ahavyatireketi,Ahavyatireka+iti
AhasADyeti,AhasADya+iti
kiM dfzwAntapratibandyupanyAsena,kim+dfzwAntapratibandyupanyAsena
vinApi,vina+api
Ahavastugatamiti,Ahavastugatam+iti
nanvasADakatAnumAne,nanu+asADakatAnumAne
AhaasADaketi,AhaasADaka+iti
AhaasADakatAnumAna iti,AhaasADakatAnumAnaH+iti
sADyABAvavanmAtravfttitayA,sADyABAvavat+mAtravfttitayA
tadanyatvABAvAttatra,tadanyatvABAvAt+tatra
Ahatatreti,Ahatatra+iti
atreti,atra+iti
vyAvfttatve'pika,vyAvfttatve+apika
virudDamitiKa,virudDam+itiKa
vArayatisADyeti,vArayatisADya+iti
AhaajYAneti,AhaajYAna+iti
taTApIti,taTApi+iti
tajjYAnasyAnumityapratibanDakatayA,tajjYAnasya+anumityapratibanDakatayA
kzaRikatvasyAprasidDatayA,kzaRikatvasya+aprasidDatayA
Ahaantyeti,Ahaantya+iti
cetiga,ca+itiga
sADAraReti,sADAraRa+iti
sADAraRatvaniScayadaSAyAmativyAptiH,sADAraRatvaniScayadaSAyAm+ativyAptiH
tasyApi,tasya+api
vivakziteti,vivakzita+iti
sADyaprasidDirviroDinI,sADyaprasidDiH+viroDinI
tatrAtivyAptega,tatra+ativyAptega
kaTaM pakze,kaTam+pakze
sADyopasTitAvapi,sADyopasTitO+api
AhasahacAreti,AhasahacAra+iti
AhadozAntaramiti,AhadozAntaram+iti
Ahasarvamiti,Ahasarvam+iti
satyeva,sati+eva
Aheti,Aha+iti
apratItasahacAratvasyAnumitipratibanDakajYAnavizayatAnavacCedakatayA,apratItasahacAratvasya+anumitipratibanDakajYAnavizayatAnavacCedakatayA
dUzakatEva,dUzakatA+eva
nAsti,na+asti
AhaasADakatAyAmiti,AhaasADakatAyAm+iti
upADyAyamataM janadevoktena,upADyAyamatam+janadevoktena
dUzayatiyattviti,dUzayatiyattu+iti
prakftasADakatAyAmaliNgatayA,prakftasADakatAyAm+aliNgatayA
tatrAvyAptiH,tatra+avyAptiH
kaTaM vA,kaTam+vA
Ahasarvamiti,Ahasarvam+iti
AhamAtreti,AhamAtra+iti
tadapi,tat+api
AhavyAptIti,AhavyApti+iti
ceti,ca+iti
tAdfSeti,tAdfSa+iti
jYAyamAnadoza eva,jYAyamAnadozaH+eva
hetvABAsa iti,hetvABAsaH+iti
yenAvyAptivAraRAya,yena+avyAptivAraRAya
ceti,ca+iti
DarmAvacCinneti,DarmAvacCinna+iti
tadvyApaketi,tadvyApaka+iti
tadvyApakatvaM boDyam,tadvyApakatvam+boDyam
ceti,ca+iti
tadavyApakatvAditi,tadavyApakatvAt+iti
saMSayo vizayatayA,saMSayaH+vizayatayA
AvaSyakatvAditi,AvaSyakatvAt+iti
tanniScayAyogAditi,tanniScayAyogAt+iti
sahacAraniScayapratibanDakajYAnavizayatayEva,sahacAraniScayapratibanDakajYAnavizayatayA+eva
viSvagocarasaMdehavizayasADanasAmAnADikaraRAtyantABAvapratiyogitvasaMSayatvenEva,viSvagocarasaMdehavizayasADanasAmAnADikaraRAtyantABAvapratiyogitvasaMSayatvena+eva
tacca,tat+ca
tatrApi,tatra+api
pratibanDakateti,pratibanDakatA+iti
vizayatAvacCedakAvElakzaRye'pi,vizayatAvacCedakAvElakzaRye+api
AhaanyaTeti,AhaanyaTA+iti
ukteti,ukta+iti
AdyaM dUzayatina,Adyam+dUzayatina
ceti,ca+iti
anyaTeti,anyaTA+iti
kAdAcitkAnumitipratibanDakasyApi,kAdAcitkAnumitipratibanDakasya+api
ityarTaH,iti+arTaH
tatsaMSayasattvena,tat+saMSayasattvena
AhasADyeti,AhasADya+iti
tatsaMSaye'pi,tatsaMSaye+api
nanvanupasaMhAritvajYAne,nanu+anupasaMhAritvajYAne
niyamato vyAptyaBAvAjYAnAt,niyamataH+vyAptyaBAvAjYAnAt
vyatirekisADyakAnupasaMhAriRyapi,vyatirekisADyakAnupasaMhAriRi+api
yadveti,yadvA+iti
anupadamiti,anupadam+iti
lakzaRamiti,lakzaRam+iti
sADyatAvacCedakAvacCinnasADyABAvavyApyatvameva,sADyatAvacCedakAvacCinnasADyABAvavyApyatvam+eva
dravyatvaM tu,dravyatvam+tu
AhasaMyogeti,AhasaMyoga+iti
AhasADyeti,AhasADya+iti
aSakterasADakatArUpatvAt,aSakteH+asADakatArUpatvAt
Ahakasyaciditi,Ahakasyacit+iti
cetyAdi,ca+ityAdi
ata eva,ataH+eva
ceti,ca+iti
gamakatvaBramarUpAyAmiti,gamakatvaBramarUpAyAm+iti
evoktaH,eva+uktaH
ityASaNkatena,iti+ASaNkatena
ceti,ca+iti
asADAraReti,asADAraRa+iti
tviti,tu+iti
dvitIyamAdAya,dvitIyam+AdAya
dUzayativipakzeti,dUzayativipakza+iti
virudDasyeti,virudDasya+iti
SaNkateaTeti,SaNkateaTa+iti
vipakzasaMbanDasyAnEkAntikasAmAnye,vipakzasaMbanDasya+anEkAntikasAmAnye
dUzakatAbIjatvABAvamaNgIkarotiastu,dUzakatAbIjatvABAvam+aNgIkarotiastu
tAvaditi,tAvat+iti
kaTaM tarhi,kaTam+tarhi
AhataTApIti,AhataTApi+iti
kaTaM sADAraRAntarBAvaH,kaTam+sADAraRAntarBAvaH
Ahavastuta iti,AhavastutaH+iti
viSizwamapi,viSizwam+api
sADyABAveti,sADyABAva+eti
sADyABAvasaMbanDAjYAne'pi,sADyABAvasaMbanDAjYAne+api
AhasADyABAvavyApyatveneti,AhasADyABAvavyApyatvena+iti
SabdAttatpramApakatvagrahaH,SabdAt+tatpramApakatvagrahaH
tadaBAve'pi,tadaBAve+api
AhaanyaTeti,AhaanyaTA+iti
sADyABAvajYAne'piga,sADyABAvajYAne+apiga
pratiyogivyaDikaraReti,pratiyogivyaDikaraRa+iti
tviti,tu+iti
sADya iti,sADyaH+iti
AhasADyeti,AhasADya+iti
kasyacideva,kasyacit+eva
AhaviroDitveti,AhaviroDitva+iti
dUzayatiyattviti,dUzayatiyattu+iti
sADyavadvfttitvanaDikaraRatvamiti,sADyavadvfttitvanaDikaraRatvam+iti
AhasADyavaditi,AhasADyavat+iti
tviti,tu+iti
cAnvayavyAptigrahavilambe,ca+anvayavyAptigrahavilambe
BavatIti,Bavati+iti
tasyApi,tasya+api
cAnvayasahacAragrahasya,ca+anvayasahacAragrahasya
svasahacArajYAnatvenEva,svasahacArajYAnatvena+eva
cAnyasahacArAt,ca+anyasahacArAt
kaTamanyavyAptigrahaH,kaTam+anyavyAptigrahaH
ata eva,ataH+eva
vyApyatvAsidDerapi,vyApyatvAsidDeH+api
anumityutpatteriti,anumityutpatteH+iti
vayaM tu,vayam+tu
syAdeva,syAt+eva
sADyAnumiteruddeSyAyAH,sADyAnumiteH+uddeSyAyAH
nanvayogyatAjYAnasya,nanu+ayogyatAjYAnasya
Ahaayogyateti,AhaayogyatA+iti
kaTaM tasya,kaTam+tasya
virudDajYAnopajIvakatvamiti,virudDajYAnopajIvakatvam+iti
tatreti,tatra+iti
maRikfnmate,maRikft+mate
uBayorapi,uBayoH+api
pramAgarBatvAnmatAntare,pramAgarBatvAt+matAntare
dvayorapi,dvayoH+api
tadagarBatvAditi,tadagarBatvAt+iti
viDAntaropalakzaRaparaM na,viDAntaropalakzaRaparam+na
ceti,ca+iti
vyatirekavyaBicAramuktvA,vyatirekavyaBicAram+uktvA
vyApyatvAdiprakArakajYAnavizayatvaM na,vyApyatvAdiprakArakajYAnavizayatvam+na
viSakalitavyaBicArABAvAdismftyanantaraM pakzavfttiliNgaparAmarSaH,viSakalitavyaBicArABAvAdismftyanantaram+pakzavfttiliNgaparAmarSaH
vyApteraprakAratvAt,vyApteH+aprakAratvAt
kiM ca,kim+ca
tatrAtivyAptiH,tatra+ativyAptiH
satpratipakzottIrRasadDetAvativyAptiH,satpratipakzottIrRasadDetO+ativyAptiH
tasyApi,tasya+api
AhavyAptIti,AhavyApti+iti
tatrAtivyAptiHKa,tatra+ativyAptiHKa
satpratipakzasTale'nyatarahetO,satpratipakzasTale+anyatarahetO
vyAptipakzaDarmatAnyataraBaNganiyame'pi,vyAptipakzaDarmatAnyataraBaNganiyame+api
cEkABAvamAtreRa,ca+ekABAvamAtreRa
vyAsajyavfttyaBAvAnaNgIkArAt,vyAsajyavfttyaBAvAn+aNgIkArAt
AhaviSizwasyeti,AhaviSizwasya+iti
vyAptipakzaDarmatArUpaM gamakatOpayikaMyasya,vyAptipakzaDarmatArUpam+gamakatOpayikaMyasya
pakzaviSezyakaparAmarSa eva,pakzaviSezyakaparAmarSe+eva
vyAptirnanu,vyAptiH+nanu
AhaanirDArita iti,AhaanirDAritaH+iti
tadBaNganiyame'pi,tadBaNganiyame+api
syAdeva,syAt+eva
ceti,ca+iti
noktadozaH,na+uktadozaH
sApi,sA+api
AhasamAnatvamiti,AhasamAnatvam+iti
ceti,ca+iti
hInabalavattvamaprAmARyaSaNkAskanditatvam,hInabalavattvam+aprAmARyaSaNkAskanditatvam
saMbavatIti,saMBavati+iti
manoyogAdinAnAkaraRasamudAyasyEva,manoyogAdinAnAkaraRasamudAyasya+eva
sAmagrItvamasidDam,sAmagrItvam+asidDam
svottaraBAvijYAnApekzAniyatiSUnyatvarUpacaramakAraRatvamatra,svottaraBAvijYAnApekzAniyatiSUnyatvarUpacaramakAraRatvam+atra
sAmagrItvamiti,sAmagrItvam+iti
ceti,ca+iti
vyaBicArAdyanavagame'pi,vyaBicArAdyanavagame+api
hetvABAsAntaratvaM syAt,hetvABAsAntaratvam+syAt
AhadozAntareti,AhadozAntara+iti
vyAptijYAnaprAmARyasaMSayasyEva,vyAptijYAnaprAmARyasaMSayasya+eva
dozatvamiti,dozatvam+iti
ataTeti,ataTA+iti
tasyEva,tasya+eva
tatrApi,tatra+api
vivakzitatvAditi,vivakzitatvAt+iti
nirRayAjanakatveneti,nirRayAjanakatvena+iti
tadarTatvAt,tat+arTatvAt
bADabudDerapi,bADabudDeH+api
satpratipakzAtmeti,satpratipakzAtma+iti
ityarTaH,iti+arTaH
tadapi,tat+api
AhanityatvavirudDatveneti,AhanityatvavirudDatvena+iti
copalakzaRamvyaBicAratvAdinA,ca+upalakzaRamvyaBicAratvAdinA
ityapi,iti+api
balopasTititvenApi,balopasTititvena+api
pratibanDakatvamayeva,pratibanDakatvam+eva
tatrEva,tatra+eva
satyeva,sati+eva
hIti,hi+iti
sapratipakzitatve'pi,sapratipakzitatve+api
vivakzitatvAdvA,vivakzitatvAt+vA
ceti,ca+iti
sADyABAvopasTApakajYAnatvenEva,sADyABAvopasTApakajYAnatvena+eva
Ahakevaleti,Ahakevala+iti
ceti,ca+iti
bADAvatArAsaMBava iti,bADAvatArAsaMBavaH+iti
hetvABAsAntareReti,hetvABAsAntareRa+iti
hInabalopasTiterapi,hInabalopasTiteH+api
pratibanDakatvApattiriti,pratibanDakatvApattiH+iti
satyeva,sati+eva
dozAntaramAhataTA,dozAntaram+AhataTA
satIti,sati+iti
ceti,ca+iti
tadanantaraM viroDijYAnotpatteH,tadanantaram+viroDijYAnotpatteH
samAnabalopasTiterapi,samAnabalopasTiteH+api
tadanantaraM tajjYAnAnutpAdena,tadanantaram+tajjYAnAnutpAdena
Ahaparaspareti,Ahaparaspara+iti
Bavatyeva,Bavati+eva
kiM tu,kim+tu
Bavatyeva,Bavati+eva
tAdfSyeva,tAdfSI+eva
vivakziteti,vivakzitA+iti
pratibanDakatvamiti,pratibanDakatvam+iti
samUhAlambanarUpopasTitervirudDavat,samUhAlambanarUpopasTiteH+virudDavat
viroDivyApterapi,viroDivyApteH+api
kAryAnutpAdavyApyatvamAtraM vA,kAryAnutpAdavyApyatvamAtram+vA
ceti,ca+iti
niyamato'numitipratibanDaH,niyamataH+anumitipratibanDaH
tasyEva,tasya+eva
upADerapi,upADeH+api
niyamato'numitipratibanDakatvam,niyamataH+anumitipratibanDakatvam
parAmarSasattve'pi,parAmarSasattve+api
tadvizayasya,tat+vizayasya
tattvamiti,tattvam+iti
bADaniScayAvizayatvajYAnasyApratibanDakatayA,bADaniScayAvizayatvajYAnasya+apratibanDakatayA
tadupADitvABAvAt,tat+upADitvABAvAt
kiM ca,kim+ca
pratisADanamAtraM na,pratisADanamAtram+na
kiM tu,kim+tu
vyaBicAriRo'sidDasya,vyaBicAriRaH+asidDasya
tadanupADitayA,tat+anupADitayA
hetvABAsatvaM na,hetvABAsatvam+na
vyAptivESizwyapakzaDarmatayoraBAvAt,vyAptivESizwyapakzaDarmatayoH+aBAvAt
tatrApi,tatra+api
sadBAva iti,sadBAvaH+iti
tatsaMbanDatvAkalpanAt,tat+saMbanDatvAkalpanAt
DUme'pi,DUme+api
grAhyABAvavyApyabudDitvaM na,grAhyABAvavyApyabudDitvam+na
gotvavyApyaparAmarSasyASvatvAnumityapratibanDakatApatteH,gotvavyApyaparAmarSasya+aSvatvAnumityapratibanDakatApatteH
kevalAnvayinyavyApteSca,kevalAnvayinyavyApteH+ca
nApi,na+api
jYAyamAnatvavivakzAyAMgrAhyAviroDitvAjYAnadaSAyAM tadvyApyabudDeH,jYAyamAnatvavivakzAyAMgrAhyAviroDitvAjYAnadaSAyAm+tadvyApyabudDeH
kiM ca,kim+ca
uBayaTApi,uBayaTA+api
pratibanDakatAvacCedakamiti,pratibanDakatAvacCedakam+iti
vivakzAyAM viroDitvAjYAnaga,vivakzAyAm+viroDitvAjYAnaga
sADyasaMbanDABAvavyApyapakzaDarmAdeSca,sADyasaMbanDABAvavyApyapakzaDarmAdeH+ca
pratyekaM dozatayA,pratyekam+dozatayA
sADyABAvAdivyApyarUpadozavattayA,sADyABAvAdivyApyarUpadozavat+tayA
satpratipakzatvaM na,satpratipakzatvam+na
sadDetorapi,sadDetoH+api
hetvABAsatAprayojakadozABAvAditi,hetvABAsatAprayojakadozABAvAt+iti
sadDeturna,sadDetuH+na
hetvABAsa iti,hetvABAsaH+iti
matameva,matam+eva
ata eva,ataH+eva
tatrApi,tatra+api
vayamAlocayAmaH,vayam+AlocayAmaH
prakArAntareReti,prakArAntareRa+iti
yattviti,yattu+iti
ajYAyamAnatvaviSezaRAnna,ajYAyamAnatvaviSezaRAt+na
pUrvoktavirudDAtivyAptiriti,pUrvoktavirudDAtivyAptiH+iti
pratyakzasyApi,pratyakzasya+api
tatpratibanDakatvaM Bavatu,tatpratibanDakatvam+Bavatu
Ahaagra iti,Ahaagre+iti
viroDIti,viroDI+iti
yadDIriti,yadDIH+iti
nyAyAditi,nyAyAt+iti
tadaBAvAditi,tadaBAvAt+iti
niyama iti,niyamaH+iti
hetutve'pi,hetutve+api
kAryasahaBAva iti,kAryasahaBAvaH+iti
ceti,ca+iti
pratirudDatveti,pratirudDatva+eti
hetuviroDAnyatve'pi,hetuviroDAnyatve+api
tadvyApyagraho na,tadvyApyagrahaH+na
AhauBayeti,AhauBaya+iti
viroDapratisanDAnapUrvakAlInaparAmarSadvayasyAsatpratipakzatayA,viroDapratisanDAnapUrvakAlInaparAmarSadvayasya+asatpratipakzatayA
viroDajYAnamanumitipratibanDakam,viroDajYAnam+anumitipratibanDakam
ceti,ca+iti
grahamAtramiti,grahamAtram+iti
nirRayAjanakatvajYAnasyApratibanDakatayA,nirRayAjanakatvajYAnasya+apratibanDakatayA
AhahetvABAsateti,AhahetvABAsatA+iti
kiM tarhi,kim+tarhi
