aM gaRAya,am+gaRAya
vardDanyAM praRavasTAyAmAyuDantadanu,vardDanyAm+praRavasTAyAm+AyuDam+tadanu
vardDanyAM rakzAM rakzAM vijYApayettataH,vardDanyAm+rakzAm+rakzAm+vijYApayet+tataH
vardDanyAM rakzAM rakzAM vijYApayedapi,vardDanyAm+rakzAm+rakzAm+vijYApayet+api
vardDanyAM vAstvAdIn,vardDanyAm+vAstvAdIn
vardDanyAM hemagarBAyAM hemagarBAyAM yajedastraYca,vardDanyAm+hemagarBAyAm+hemagarBAyAm+yajet+astram+ca
vardDanyAcCinnadArayA,vardDanyA+aCinnadArayA
vardDanyAmastramarcayet,vardDanyAm+astram+arcayet
vardDanyAmastramarccayet,vardDanyAm+astram+arccayet
vardDanyAmAsanAyopakalpayet,vardDanyAm+AsanAya+upakalpayet
vardDamAnoyamucyate,vardDamAnaH+ayam+ucyate
varData eva,varDate+eva
varDanamanvamanyanta,varDanam+amanvayanta
varDanIyameva,varDanIyam+eva
varDanta eva,varDantaH+eva
varDamAnapureSaDavalaDarApAlasUnurniKilaguRanivAsasadanaM,varDamAnapureSaDavalaDarApAlasUnuH+niKilaguRanivAsasadanaM
varDamAno'BUt,varDamAnaH+aBUt
varDayedUrDvaM,varDayet+UrDvaM
varDApanaM varDApanaM varDApanaM Badra,varDApanam+varDApanam+varDApanam+Badra
varDizRurviSvavanditA,varDizRuH+viSvavanditA
varDeteti,varDeta+iti
varmanetramaTAstrakam,varmanetram+aTa+astrakam
varmmaRAByarccanaM sadA,varmmaRAByarccanam+sadA
varmmaRAByukzaRaM matam,varmmaRA+aByukzaRam+matam
varmmAdyErAsane,varmmAdyEH+Asane
varmmAstrajaptasaddarBapatraByAM carusidDaye,varmmAstrajaptasaddarBapatraByAm+carusidDaye
varzajaM himatoyaYca,varzajam+himatoyam+ca
varzatIvAYjanaM naBaH,varzati+iva+aYjanam+naBaH
varzatoyaM dakze,varzatoyam+dakze
varzatrayAnantaram,varzatraya+anantaram
varzadvayaM vyatItaM vyatItaM samAgatAyA,varzadvayam+vyatItam+vyatItam+samAgatAyA
varzadvayamasakfdAvAm,varzadvayam+asakft+AvAm
varzadvayAnantarameva,varzadvayAnantaram+eva
varzapUjAkalaM hareH,varzapUjAkalam+hareH
varzaBayavArakamapavArakamuparikftam,varzaBayavArakam+apavArakam+uparikftam
varzamaBivarzati,varzam+aBivarzati
varzamavaDIkftya,varzam+avaDIkftya
varzamAtrAvaDikAlamaDye'dyApi,varzamAtrAvaDikAlamaDye+adyApi
varzamAsIt,varzam+AsIt
varzamupeyuzi,varzam+upeyuzi
varzarturAyAti,varzA+ftu
varzarturna,varzartuH+na
varzasahasramarRavajale,varzasahasram+arRavajale
varzasahasrameva,varzasahasram+eva
varzARyatItya,varzARi+atItya
varzARyAgatAni,varzARi+AgatAni
varzAdayo visargaSca,varzAdayaH+visargaH+ca
varzArDottaraM sA,varzArDottaram+sA
varzIyAtmako janmotsavo janmotsavo na,varzIyAtmakaH+janmotsavaH+janmotsavaH+na
varzIyo'smi,varzIyaH+asmi
varzeREkena,varzeRa+ekena
varze'nuttIrRo,varze+anuttIrRaH
varze'sminneva,varze+asmin+eva
varzotTErvyAhftyA,varzotTEH+vyAhftyA
valakAMSe,valaka+aMSe
valayito'BUt,valayitaH+aBUt
valitastAvat,valitaH+tAvat
valIpalitayuktaM truwitaradanaM truwitaradanaM kAntihInaM kAntihInaM ca,valIpalitayuktam+truwitaradanam+truwitaradanam+kAntihInam+kAntihInam+ca
valerupari,valeH+upari
valgAM DftvA,valgAm+DftvA
valgAmAkfzya,valgAm+Akfzya
valmIkamfttikAM saptasTAnotTAmapare,valmIkamfttikAm+saptasTAnotTAm+apare
valmIkAddantidantAgrAttaTA,valmIkAt+dantidantAgrAt+taTA
valmIkAmbeti,valmIkAmbA+iti
vaSaM karomi,vaSam+karomi
vaSaMvadA jajYire,vaSaMvadAH+jajYire
vaSaMvadAScakrire,vaSaMvadAH+cakrire
vaSaMvadAstizWanti,vaSaMvadAH+tizWanti
vaSaMvado'si,vaSaMvadaH+asi
vaSamAgatA,vaSam+AgatA
vaSayitumapArayantyA,vaSayitum+apArayantyA
vaSAnnAnArTayogayoH,vaSAt+nAnArTayogayoH
vaSizWasyASramaM,vaSizWasya+ASramaM
vaSizWAcca,vaSizWAt+ca
vaSizWAdayo guravaH,vaSizWAdayaH+guravaH
vaSizWAdyErjjanErukto rAjyaM rAjyaM kurviti,vaSizWAdyEH+janEH+uktaH+rAjyam+rAjyam+kuru+iti
vaSIkartumacezwata,vaSIkartum+acezwata
vaSIkftastato DyAtaM,vaSIkftaH+tataH+DyAtaM
vaSIkftA'nena,vaSIkftA+anena
vaSIkfto BavAn,vaSIkftaH+BavAn
vaSIkfto'sO,vaSIkftaH+asO
vaSIkfto'smi,vaSIkftaH+asmi
vaSIkftyAhaM,vaSIkftya+ahaM
vaSIkriyamARo mahAntamupakAraM mahAntamupakAraM karoti,vaSIkriyamARaH+mahAntamupakAram+mahAntamupakAram+karoti
vaSezasyEva,vaSezasya+eva
vaSyatvamAgatA,vaSyatvam+AgatA
vaSyAstasya,vaSyAH+tasya
vazaqantAdinARunA,vazaqantAdinA+aRunA
vasataSca,vasataH+ca
vasatimeva,vasatim+eva
vasatirekA,vasatiH+ekA
vasatirviralA,vasatiH+viralA
vasateraDerBAve,vasateH+aDeH+BAve
vasaternAtidUre,vasateH+na+atidUre
vasateryatrAham,vasateH+yatra+aham
vasanABaraRErviBUzitasyAsya,vasanABaraREHviBUzitasya+asya
vasanenEva,vasanena+eva
vasantartuSca,vasantartuH+ca
vasantasenEzA,vasantasenA+ezA
vasantasyAsya,vasantasya+asya
vasantIti,vasanti+iti
vasantIti,vasantI+iti
vasante'rkAMSutApitaH,vasante+arkAMSutApitaH
vasantotsavAyAto lolAkzanfpo lolAkzanfpo hastiskanDAdavaruhya,vasantotsava+AyAtaH+lolAkzanfpaH+lolAkzanfpaH+hastiskanDAt+avaruhya
vasantamavekzya,vasantam+avekzya
vasanto'pi,vasanta
vasanto'pi,vasantaH+api
vasavozwO,vasavaH+azwO
vasavo'Bavan,vasavaH+aBavan
vasAmyaham,vasAmi+aham
vasizWaM mAnasAH,vasizWam+mAnasAH
vasizWasahitAM kAmaDenusutAM kAmaDenusutAM badBumAdideSa,vasizWasahitAm+kAmaDenusutAm+kAmaDenusutAm+badBum+AdideSa
vasizWAdInnamaskftya,vasizWAdIn+namaskftya
vasudevaM devakIYca,vasudevam+devakIm+ca
vasudevaH,vasudevaH
vasudevaHo nu,vasudevaHH+nu
vasudevaHo'tra,vasudevaHH+atra
vasudevastaduttamaH,vasudevaH+taduttamaH
vasudevastAvadAhUyatAm,vasudevaH+tAvat+AhUyatAm
vasudevo dArakaM dArakaM gfhItvA,vasudevaH+dArakam+dArakam+gfhItvA
vasuBaktantu,vasuBaktam+tu
vasuBirBaktvA,vasuBiH+BaktvA
vasuByo'Ta,vasuByaH+aTa
vasUkto vasulokAya,vasUktaH+vasulokAya
vasUnAM pAvako pAvako rAjA,vasUnAm+pAvakaH+pAvakaH+rAjA
vasettataH,vaset+tataH
vasetsvarge,vaset+svarge
vaseddivi,vaset+divi
vasostu,vasoH+tu
vastavyaM kEkeyI,vastavyam+kEkeyI
vastirvirekA,vastiH+virekA
vastukaTanaM na,vastukaTanam+na
vastugatamiti,vastugatam+iti
vastugatimaBipretya,vastugatim+aBipretya
vastugatimuktvA,vastugatim+uktvA
vastujanijanakatvaM vyAhatamityata vyAhatamityata Aha janakatvasyeti,vastujanijanakatvam+vyAhatam+iti+ataH+vyAhatam+iti+ataH+Aha+janakatvasya+iti
vastuta iti,vastutaH+iti
vastuta uktasTale,vastutaH+uktasTale
vastutastarkAdviSizwopasTitiH,vastutaH+tarkAdviSizwopasTitiH
vastutastasya,vastutaH+tasya
vastutastu,vastutaH+tu
vastutastviti,vastutaH+tu+iti
vastutastviti,vastutastu+iti
vastuto tadrAjyameva,vastutaH+tadrAjyam+eva
vastuto duHKaprAgaBAvasattva duHKaprAgaBAvasattva eva,vastutaH+duHKaprAgaBAvasattvaH+duHKaprAgaBAvasattvaH+eva
vastuto dfzwaprAgaBAvAdiGawitAyAstasyA dfzwaprAgaBAvAdiGawitAyAstasyA anyatra,vastutaH+dfzwaprAgaBAvAdiGawitAyAH+tasyAH+dfzwaprAgaBAvAdiGawitAyAH+tasyAH+anyatra
vastuto dvitIyalakzaRameva,vastutaH+dvitIyalakzaRam+eva
vastuto dvekayordvivacanEkavacane,vastutaH+ekayoH+dvivacana+ekavacane
vastuto nAmArTayorityatra,vastutaH+nAmArTayoH+ityatra
vastuto BAratIyAH,vastutaH+BAratIyAH
vastuto mahArAjasya,vastutaH+mahArAjasya
vastuto yat,vastutaH+yat
vastuto yaTArTameva,vastutaH+yaTArTam+eva
vastuto yasminDarme,vastutaH+yasminDarme
vastuto luRWaka luRWaka eva,vastutaH+luRWakaH+luRWakaH+eva
vastuto vastumUlyaM,vastutaH+vastumUlyaM
vastuto viDinA,vastutaH+viDinA
vastuto viBaktirAhityamapekzaRIyam,vastutaH+viBaktirAhityam+apekzaRIyam
vastuto viSezyavAcakapadottaraviBaktyarTasaMKyAvirudDasaMKyAyAH,vastutaH+viSezyavAcakapadottaraviBaktyarTasaMKyA
vastuto vIraBogyA,vastutaH+vIraBogyA
vastuto vfttO,vastutaH+vfttO
vastuto vyatirekasahacAraniScayasya,vastutaH+vyatirekasahacAraniScayasya
vastuto vyAsasTalepi,vastutaH+vyAsasTale+api
vastuto'jarAmaro'pi,vastutaH+ajarAmaH+api
vastuto'numityABAsatAprayojakatvaM nABAsatAprayojakam,vastutaH+anumityABAsatAprayojakatvam+na+aBAsatAprayojakam
vastuto'nEkAntikasAmAnyajYAnaM,vastutaH+anEkAntikasAmAnyajYAnaM
vastuto'pArTakatvameva,vastutaH+apArTakatvam+eva
vastutvasyAsidDatvAt,vastutvasya+asidDatvAt
vastutvAderyat,vastutvAdeH+yat
vastuna upaBogAya,vastunaH+upaBogAya
vastuno dvErUpyAsaMBavena,vastunaH+dvErUpyAsaMBavena
vastuno dvErUpyAsamBavAdavaSyamanyatarAnumAnaM dvErUpyAsamBavAdavaSyamanyatarAnumAnaM sunazwameva,vastunaH+dvErUpyAsamBavAt+avaSyam+anyatarAnumAnam+dvErUpyAsamBavAt+avaSyam+anyatarAnumAnam+sunazwam+eva
vastuno vftteryAvatAmeva,vastunaH+vftteH+yAvatAm+eva
vastuBUtatvamaByupagantavyam,vastuBUtatvam+aByupagantavyam
vastuBUtamabADitatvAt,vastuBUtam+abADitatvAt
vastumadanyauddeSyatAvacCedakA'vfttiAvfttyavftti,vastumadanyauddeSyatAvacCedaka+AvfttiAvfttyavftti
vastumadanyadvitvasaMKyAvatIti,vastumadanyadvitvasaMKyAvati+iti
vastumAtrAvaBAsino nirvikalpakasyAnAropitavizayatvena,vastumAtrAvaBAsinaH+nirvikalpakasya+anAropitavizayatvena
vastulAGavasyEva,vastulAGavasya+eva
vastuvfttamAbAlapaRqitamanuBavasidDatvAditi,vastuvfttam+AbAlapaRqitam+anuBavasidDatvAt+iti
vastusadBAvaM smftvA,vastusadBAvam+smftvA
vastusamBAraSca,vastusamBAraH+ca
vastusidDiriti,vastusidDiH+iti
vastusTitimanuvadati,vastusTitim+anuvadati
vastusTitimanusfttvarErmAnameyatayA'vaDAritadvEviDye,vastusTitim+anusfttvarEH+mAnameyatayA+avaDAritadvEviDye
vastusvarUpamAtrAvaBAsakaM nirvikalpakam,vastusvarUpamAtrAvaBAsakam+nirvikalpakam
vastUnyapAharam,vastUni+apAharam
vastyAjyAH,vaH+tyAjyAH
vastraM dadAtItyAdO,vastram+dadAti+ityAdO
vastrakozaYca,vastrakozaM+ca
vastrakozAd dravyARi,vastrakozAt+dravyARi
vastraDAraRe'pi,vastraDAraRe+api
vastrabadDamuKAyAM vA,vastrabadDamuKAyAm+vA
vastramaninditANgi,vastram+aninditANgi
vastramapasArayan,vastram+apasArayan
vastramapAkarot,vastram+apAkarot
vastramAlyAlaNkArAdyupaBogaM,vastramAlyAlaNkArAdi+upaBogaM
vastramAvezwayannaraH,vastram+Avezwayat+naraH
vastrayugmaM vedAhamityuttarIyakam,vastrayugmam+vedAham+iti+uttarIyakam
vastraliNgantu,vastraliNgam+tu
vastraSezamapi,vastraSezam+api
vastrasaMvezwitAnyeva,vastrasaMvezwitAni+eva
vastrARyadApayat,vastrARi+adApayat
vastrARyavatArya,vastrARi+avatArya
vastrARyAcCidya,vastrARi+AcCidya
vastrAdAvISvarakAraRatvAsidDeH,vastrAdO+ISvarakAraRatvAsidDeH
vastrAdikaM dadet,vastrAdikam+dadet
vastrAdikamapi,vastrAdikam+api
vastrAdivezwitaM pAWAdAdAvante,vastrAdivezwitam+pAWAt+AdO+ante
vastrAdyamazwANgArGyaM nivedya,vastrAdyam+azwANgArGyam+nivedya
vastrAntamAkarzan,vastrAntam+Akarzan
vastreRAtmAnaM,vastreRa+AtmAnaM
vastre'pAkfte,vastre+apAkfte
vastrErAcCAdayecCilAm,vastrEH+AcCAdayet+SilAm
vastrErAcCAdayet,vastrEH+AcCAdayet
vastropavItaYca,vastropavItam+ca
vastvaMtarApekzayAnyaSabdavAcyatvasya,vastvaMtarApekzayA+anyaSabdavAcyatvasya
vasvApadaM rudrakowiraviyukto rudrakowiraviyukto mahAbalaH,vasvApadam+rudrakowiH+aviyuktaH+rudrakowiH+aviyuktaH+mahAbalaH
vastutuByameva,vastutuByam+eva
vastunikare'smin,vastuni+kare+asmin
vastusamUhameva,vastusamUham+eva
vastusamUhastu,vastusamUhaH+tu
vastUnAmAtmasAtkaraRasya,vastUnAm+AtmasAtkaraRasya
vastraM darSaM darSaM darSaM sarve,vastram+darSam+darSam+darSam+sarve
vastragranTimupalaByAnudGAwitAmeva,vastragranTim+upalaByAn+udGAwitAm+eva
vastrapuwakezvAdAya,vastrapuwakezu+AdAya
vastrapuwabanDakenAntime,vastrapuwabanDakena+antime
vastramAvaSyakam,vastram+AvaSyakam
vastrARyAkaRWam,vastrARi+AkaRWam
vastrAdikamuttArya,vastrAdikam+uttArya
vastrAvaraRagranTiM na,vastrAvaraRagranTim+na
vastvAdAya,vastu+AdAya
vastvekaM hfdaye,vastu+ekam+hfdaye
vahantIti,vahanti+iti
vahanyanumitsAviSizwadyanu,vahni+anumitsAviSizwAdi+anu
vahanyanusAmagrIkAle,vahni+anumitisAmagrIkAle
vahanto'BUvan,vahantaH+aBUvan
vahAmyaham,vahAmi+aham
vahitakzaRAvacCinnAnu,vahitakzaRa+avacCinna+anu
vahitottaraSAbdaboDaM prati,vahitottaraSAbdaboDam+prati
vahinimAniti,vahimAn+iti
vahimAnityanumiti,vahnimAn+iti+anumiti
vahnapratyakzanirbADamavizayakAnu,vahnipratyakzanirbADamavizayaka+anu
vahnayaBAvavAnityAdi,vahni+aBAvavAn+ityAdi
vahnAvaKilatattvAnAmAlaye,vahnO+aKilatattvAnAm+Alaye
vahniM kuRqe,vahnim+kuRqe
vahniM GftaM GftaM juhotIti,vahnim+Gftam+Gftam+juhoti+iti
vahniM nErfte,vahnim+nErfte
vahniM pUzARaM pUzARaM lAjayEkataH,vahnim+pUzARam+pUzARam+lAjayA+ekataH
vahniM pratipadya,vahnim+pratipadya
vahniM sadASrayAnItaM sadASrayAnItaM SudDapAtroparisTitam,vahnim+sadASrayAnItam+sadASrayAnItam+SudDapAtroparisTitam
vahniM sanDukzya,vahnim+sanDukzya
vahnikuRqArccitaM devaM devaM maRqalAByarccite,vahnikuRqArccitam+devam+devam+maRqalAByarccite
vahniGawoBaya,vahniGawa+uBaya
vahnicakzuHsaMyogAdeva,vahnicakzuHsaMyogAt+eva
vahnijYAnaM jAyatAmityanumitivizayakecCA,vahnijYAnam+jAyatAm+iti+anumitivizayaka+icCA
vahnitvaMavacCinnatvapratiyogitvAnAM saMsargatvamivA''DAratvA''DeyatvayoH,vahnitvam+avacCinnatvapratiyogitvAnAm+saMsargatvamiva+ADAratvA''DeyatvayoH
vahnitvamAgataH,vahnitvam+AgataH
vahnitvAvacCinnatadvahninizWaprakAratAnirUpitaparvatattvAvacCinnatatparvatanizWaviSezyatASAlijYAnaM jAyatAmitIcCAnirUpitapratibanDakatA,vahnitvAvacCinnatadvahninizWaprakAratAnirUpitaparvatattvAvacCinnatatparvatanizWaviSezyatASAlijYAnam+jAyatAm+iti+icCAnirUpitapratibanDakatA
vahniDUmAdivatriyatasahacArasattve,vahniDUmAdivat+triyatasahacArasattve
vahninEva,vahninA+eva
vahnipadenEva,vahnipadena+eva
vahniprakArakajYAnA'viroDitvaM syAditi,vahniprakArakajYAna+aviroDitvam+syAt+iti
vahniprakArakatva prakAratABinnakiYcitprakAratvAnirUpitA,prakAratABinnakiYcit+prakAratvAnirUpitA
vahnipraRayanaM caret,vahnipraRayanam+caret
vahnipratyakzaM prati,vahnipratyakzam+prati
vahnipratyakzanutpattyApatteH,vahnipratyakzanutpattya+ApatteH
vahnipratyakzecCA,vahnipratyakza+icCA
vahnipratyakzecCAviSizwa,vahnipratyakza+icCAviSizwa
vahnipratyakzecCAviSizwavahni,vahnipratyakza+icCAviSizwavahni
vahnipratyakzecCAviSizwasAmagrIkAle,vahnipratyakza+icCAviSizwasAmagrIkAle
vahniprayojakatvenEva,vahniprayojakatvena+eva
vahniboDo'pi,vahniboDe+api
vahniBinnavizayakatvaniveSanamAvaSyakam,vahniBinnavizayakatvaniveSanam+AvaSyakam
vahniBinnavizayakatvAniveSanaM ceti,vahniBinnavizayakatva+aniveSanam+ca+iti
vahniBinnavizayakatvAniveSenumitsAviSizwAnumitisAmagrIkAle,vahniBinnavizayakatvAniveSe+anumitsAviSizwa+anumitisAmagrIkAle
vahniBinnavizayakapratyakzaM prati,vahniBinnavizayakapratyakzam+prati
vahniBinnavizayakAnumityanya,vahniBinnavizayaka+anumityanya
vahniBinnavizayakAnumityanyajYAnatvAvacCinnaM prati,vahniBinnavizayaka+anumityanyajYAnatvAvacCinnam+prati
vahnimattvasyApyasidDiH,vahnimattvasya+api+asidDiH
vahnimattvasyEva,vahnimattvasya+eva
vahnimaditi,vahnimat+iti
vahnimaditibudDiM pratyaviroDitvAt,dravyam+vahnimat+itibudDim+pratyaviroDitvAt
vahnimaditisamUhAlaMbanesyAditi,vahnimat+itisamUhAlaMbanesyAt+iti
vahnimaniti,vahnimAn+iti
vahnimanuminotItyAdAvagatyA,vahnim+anuminoti+ityAdO+agatyA
vahnimaByarcya,vahnim+aByarcya
vahnimAtmani,vahnim+Atmani
vahnimAnayamitiniScayepi,vahnimAnayam+itiniScayepi
vahnimAniti,vahimAn+iti
vahnimAniti,vahnimAn+iti
vahnimAnitinirRayatvena,vahnimAn+itinirRayatvena
vahnimAnitilOkika,vahnimAn+itilOkika
vahnimAnitivat,vahnimAn+itivat
vahnimAnityanu,vahnimAn+iti+anu
vahnimAnityanumitiSceti,vahnimAn+iti+anumitiH+ca+iti
vahnimAnityanumiterati,vahnimAn+iti+anumiteH+ati
vahnimAnityanumiteranudayaprasaNgastadA,vahnimAn+iti+anumiteH+anudayaprasaNgaH+tadA
vahnimAnityanumiteranudayAt,vahnimAn+iti+anumiteH+anudayAt
vahnimAnityanumiterUdayAttatra,vahnimAn+iti+anumiteH+udayAt+tatra
vahnimAnityanumityatvApatteH,vahnimAn+iti+anumiti+tvApatteH
vahnimAnityanumityanutpAdApattiH,vahnimAn+iti+anumiti+anutpAda+ApattiH
vahnimAnityanumityanutpAdApattiH,vahnimAn+iti+anumiti+anutpAdApattiH
vahnimAnityanumityanudayaprasaNgaH,vahnimAn+iti+anumiti+anudayaprasaNgaH
vahnimAnityanumityanupapatteH,vahnimAn+iti+anumiti+anupapatteH
vahnimAnityanumityApattiH,vahimAn+iti+anumiti+ApattiH
vahnimAnityanumityApattiH,vahnimAn+iti+anumiti+ApattiH
vahnimAnityanumityApatterdurvAratvAditi,vahnimAn+iti+anumiti+ApatteH+durvAtvAt+iti
vahnimAnityanumityutpatyApatteH,vahnimAn+iti+anumiti+utpatti+ApatteH
vahnimAnityAdi,vahnimAn+ityAdi
vahnimAnityAdyanumiterapi,vahnimAn+ityAdi+anumiteH+api
vahnimAnityAdyanumitO,vahnimAn+ityAdi+anumitO
vahnimAnityAdyanumitsAviSizwavadi,vahnimAn+ityAdi+anumitsAviSizwavadi
vahnimAnevetyAkArApatteH,vahnimAn+eva+ityAkArApatteH
vahnimAnna,vahnimAt+na
vahnimAnneti,vahnimAnna+na+iti
vahnimAnparvataH,vahnimAn+parvataH
vahnimAnparvato GawavAnityetAdfSAnumityutpAta,vahnimAn+parvataH+GawavAn+iti+etAdfSa+anumiti+utpAta
vahnimiti,vahnim+iti
vahnimindrAdInvAsudevaM namAmyaham,vahnim+indrAdIn+vAsudevam+namAmi+aham
vahniritijYAnanizWA,vahniH+itijYAnanizWA
vahniritijYAnI,vahniH+itijYAnI
vahniritijYAnIyavizayatAsamaniyatatayA,vahniH+itijYAnIyavizayatAsamaniyatatayA
vahnirityanumititvAvacCinnaM prati,vahniH+iti+anumititvAvacCinnam+prati
vahnirityapratIteH,vahniH+iti+apratIteH
vahnirnalAnAM nilayaM nilayaM yaTEva,vahniH+nalAnAm+nilayam+nilayam+yaTA+eva
vahnivahnitvApAdinirvikalpakasyAnaNgIkAreRAnupapatyasaMBavAt,vahnivahnitvApAdinirvikalpakasya+anaNgIkAreRa+anupapatti+asaMBavAt
vahniviDeyakatvaparvatoddeSyakatvAdeSca,vahniviDeyakatvaparvata+uddeSyakatvAdeH+ca
vahniviDeyakatvaprakAratABinna,kiYcit+viDeyakatva
vahniviDeyakatvAderaniveSe,vahniviDeyakatvAdeH+aniveSe
vahniviDeyakAnumitiM prati,vahniviDeyaka+anumitim+prati
vahniviDeyakAnumitIcCAsatve,vahniviDeyaka+anumi+icCAsatve
vahniviDeyakAnumitO,vahniviDeyaka+anumitO
vahniviDeyakAnumitOranudayena,vahniviDeyaka+anumitOranudayena
vahniviDeyakAnumityAparttidurvAreva,vahniviDeyaka+anumiti+ApattiH+durvAreva
vahnivfttitvaviDAne'nvayAnupapattimASaMkate,vahnivfttitvaviDAne+anvayAnupapattim+ASaMkate
vahnivyapyo DUmaScetyAkAraka,vahnivyApyaH+DUmaH+ca+iti+AkAraka
vahnivyaBicaritatvAdiBramavizayIBUtaDUmAdAvativyAptistadavasTEva,vahnivyaBicaritatvAdiBramavizayIBUtaDUmAdO+ativyAptiH+tadavasTA+eva
vahnivyaBicarito DUma DUma iti,vahnivyaBicaritaH+DUmaH+DUmaH+iti
vahnivyaBicAra iva,vahnivyaBicAraH+iva
vahnivyaBicArAderapi,vahnivyaBicArAdeH+api
vahnivyaBicAritatvAdiBramavizayaDUmAdAvativyAptivAraRe'pi,vahnivyaBicAritatvAdiBramavizayaDUmAdO+ativyAptivAraRe+api
vahnivyaBicAritvamapi,vahnivyaBicAritvam+api
vahnivyaBicAritvamiti,vahnivyaBicAritvam+iti
vahnivyaBicAritvAdiDarme'tivyAptiH,vahnivyaBicAritvAdiDarme+ativyAptiH
vahnivyaBicAritvAderapi,vahnivyaBicAritvAdeH+api
vahnivyaBicArIti,vahnivyaBicAri+iti
vahnivyAptiriti,vahnivyAptiH+iti
vahnivyAptirityAkArakaM,vahnivyAptiH+iti+AkArakaM
vahnivyApyatvaM tatra,vahnivyApyatvam+tatra
vahnivyApyaDUmaprakArakajYAnatvaM saMSayakAle,vahnivyApyaDUmaprakArakajYAnatvam+saMSayakAle
vahnivyApyaDUmaprakAratAyAM viroDasaMbanDena,vahnivyApyaDUmaprakAratAyAm+viroDasaMbanDena
vahnivyApyaDUmavatparvatavAnayaM deSa,vahnivyApyaDUmavat+parvatavAnayam+deSa
vahnivyApyaDUmavatparvatavAniti,vahnivyApyaDUmavat+parvatavAn+iti
vahnivyApyaDUmavatparvatavAn,vahnivyApyaDUmavat+parvatavAn
vahnivyApyaDUmavanmahAnasamityAdyanekavidjYAnahetutAyAM nirRayatvaniveSanApekzayA,vahnivyApyaDUmavAn+mahAnasam+iti+Adi+anekavidjYAnahetutAyAm+nirRayatvaniveSanApekzayA
vahnivyApyaDUmavAMSceti,vahnivyApyaDUmavAn+ca+iti
vahnivyApyaDUmavAnayaM parvata,vahnivyApyaDUmavAn+ayam+parvata
vahnivyApyaDUmavAnayamityAdyanupanayaGawakIBUtAyaM padasyoddeSyavAcakatvopapatteH,vahnivyApyaDUmavAn+ayam+ityAdyanupanayaGawakIBUtAyam+padasya+uddeSyavAcakatvopapatteH
vahnivyApyaDUmavAnityAdi,vahnivyApyaDUmavAn+ityAdi
vahnivyApyaDUmavAnna,vahnivyApyaDUmavAn+na
vahnivyApyaDUmavAnnIlaparvata,vahnivyApyaDUmavAn+nIlaparvata
vahnivyApyaDUmavAnparvata,vahnivyApyaDUmavAn+parvata
vahnivyApyaDUmavAnparvataH,vahnivyApyaDUmavAn+parvataH
vahnivyApyaDUmavizayatAtacCAlijYAnatvena,vahnivyApyaDUmavizayatAtat+SAlijYAnatvena
vahnivyApyaDUmAdyaBAvaprakArakatve,vahnivyApyaDUmAdi+aBAvaprakArakatve
vahnivyApyaDUmABAva,vahnivyApyaDUma+aBAva
vahnivyApyaDUmoBaya,vahnivyApyaDUma+uBaya
vahnivyApyamiti,vahnivyApyam+iti
vahnivyApyavAMSceti,vahnivyApyavAn+ca+iti
vahnivyApyAlokavAnparvata,vahnivyApyAlokavAn+parvata
vahnivyApyA''lokavaddravyamiti,vahnivyApya+Alokavaddravyam+iti
vahnivyApyo DUmaH,vahnivyApyaH+DUmaH
vahnivyApyo'yamityAkArakaM,vahnivyApyaH+ayam+iti+AkArakaM
vahniSAbdaboDecCA,vahniSAbdaboDa+icCA
vahniSiKAnAM SoRimA,vahniSiKAnAm+SoRimA
vahniSiKAScandraSAlAmaspfSan,vahniSiKAH+candraSAlAm+aspfSan
vahniSiKAScandraSAlAmaspfSan,vahniSiKAH+candraSAlAm+aspfSan
vahnisaMyogamupaddiSya,vahnisaMyogam+upaddiSya
vahnisaMSayadaSAyAmanupasaMhAriRyavyAptiH,vahnisaMSayadaSAyAm+anupasaMhAriRi+avyAptiH
vahnisAdaBUt,vahnisAt+aBUt
vahnisAmAnADikaraRyAvacCedakatvaM tAdfSamiti,vahnisAmAnADikaraRyAvacCedakatvam+tAdfSam+iti
vahnistarjanyAdO,vahniH+tarjanyAdO
vahnistAdfSaDarmasamavAyIti,vahniH+tAdfSaDarmaH+samavAyIti
vahnisTaM nAqIyogena,vahnisTam+nAqIyogena
vahnisTaM visfjecCivam,vahnisTam+visfjet+Sivam
vahnerastreRAplavamAcaret,vahneH+astreRa+Aplavam+Acaret
vahneSca,vahneH+ca
vahnestIrTaM somasya,vahneH+tIrTam+somasya
vahnestu,vahneH+tu
vahnyaMSe'pIti,vahnyaMSe+api+iti
vahnyanumitAvapi,vahnyanumitO+api
vahnyanumitiM pratiBinnavizayakAnumiti,vahni+anumitim+pratiBinnavizayaka+anumiti
vahnyaBAvavataH,vahni+aBAvavataH
vahnyaBAvavatpakzakasyEva,vahnyaBAvavat+pakzakasya+eva
vahnyaBAvavatprakArakaniScayasya,vahni+aBAvavat+prakArakaniScayasya
vahnyaBAvavadaBinnaH,vahni+aBAvavadaBinnaH
vahnyaBAvavadBedasya,vahni+aBAvavat+Bedasya
vahnyaBAvavadvfttitva,vahni+aBAvavat+vfttitva
vahnyaBAvavannirUpitasaMyogABAvaviSizwanizWAyA,vahni+aBAvavat+nirUpitasaMyoga+aBAvaviSizwanizWAyA
vahnyaBAvavasyApi,vahni+aBAvavasya+api
vahnyaBAvavAniti,vahni+aBAvavAn+iti
